invoice_id,issue_date_id,customer_id,cost_center_id,gross_amount,tax_amount,net_amount,due_date_id,paid_flag
107,20220531,15,1,14325.34,1719.04,12606.3,20220615,1
108,20220601,17,1,16602.45,1992.29,14610.15,20220601,1
109,20220602,20,1,24127.19,2895.26,21231.93,20220602,1
110,20220603,4,1,11532.74,1383.93,10148.81,20220610,1
111,20220606,3,1,15555.9,1866.71,13689.19,20220606,1
112,20220607,13,1,34480.24,4137.63,30342.62,20220614,1
113,20220608,15,1,936.35,112.36,823.99,20220708,1
114,20220609,15,1,7289.17,874.7,6414.47,20220616,1
115,20220610,2,1,31304.96,3756.59,27548.36,20220625,1
116,20220613,8,1,56516.32,6781.96,49734.36,20220713,1
117,20220614,17,1,17958.29,2154.99,15803.3,20220714,1
118,20220615,19,1,19029.37,2283.52,16745.84,20220622,1
119,20220616,9,1,2840.17,340.82,2499.35,20220616,1
120,20220617,6,1,14860.7,1783.28,13077.42,20220717,1
121,20220620,26,1,19056.36,2286.76,16769.59,20220720,1
122,20220621,2,1,6957.36,834.88,6122.47,20220706,1
123,20220622,24,1,7858.85,943.06,6915.79,20220707,1
124,20220623,13,1,11867.27,1424.07,10443.2,20220630,1
125,20220624,5,1,507.98,60.96,447.02,20220624,1
126,20220627,1,1,9739.17,1168.7,8570.47,20220627,1
127,20220628,22,1,5951.79,714.21,5237.57,20220628,1
128,20220629,6,1,9940.21,1192.83,8747.39,20220706,1
129,20220630,23,1,3195.98,383.52,2812.47,20220730,1
130,20220701,20,1,13048.04,1565.77,11482.28,20220716,1
131,20220704,15,1,7832.98,939.96,6893.02,20220704,1
132,20220705,1,1,36960.13,4435.22,32524.92,20220804,1
133,20220706,30,1,8782.03,1053.84,7728.19,20220721,1
134,20220707,27,1,29890.98,3586.92,26304.06,20220806,1
135,20220708,29,1,10191.25,1222.95,8968.3,20220715,1
136,20220711,25,1,8338.04,1000.56,7337.48,20220711,1
137,20220712,29,1,10947.06,1313.65,9633.41,20220712,1
138,20220713,27,1,6320.6,758.47,5562.13,20220728,1
139,20220714,1,1,24263.69,2911.64,21352.05,20220721,1
140,20220715,4,1,12311.85,1477.42,10834.43,20220722,1
141,20220718,2,1,4656.89,558.83,4098.06,20220725,1
142,20220719,5,1,40504.88,4860.59,35644.29,20220803,1
143,20220720,10,1,8535.64,1024.28,7511.36,20220720,1
144,20220721,22,1,13821.83,1658.62,12163.21,20220728,1
145,20220722,13,1,41758.9,5011.07,36747.83,20220806,1
146,20220725,15,1,17249.91,2069.99,15179.92,20220824,1
147,20220726,13,1,2190.86,262.9,1927.96,20220825,1
148,20220727,20,1,49533.01,5943.96,43589.05,20220826,1
149,20220728,15,1,17413.41,2089.61,15323.8,20220728,1
150,20220729,8,1,7187.34,862.48,6324.86,20220729,1
151,20220801,15,1,13424.69,1610.96,11813.73,20220808,1
152,20220802,2,1,15456.21,1854.75,13601.46,20220809,1
153,20220803,28,1,203.65,24.44,179.21,20220803,1
154,20220804,18,1,16829.38,2019.53,14809.86,20220811,1
155,20220805,6,1,3029.14,363.5,2665.64,20220820,1
156,20220808,4,1,50151.23,6018.15,44133.08,20220808,1
157,20220809,8,1,2486.66,298.4,2188.26,20220809,1
158,20220810,23,1,8273.58,992.83,7280.75,20220825,1
159,20220811,3,1,1378.36,165.4,1212.96,20220910,1
160,20220812,10,1,89117.85,10694.14,78423.71,20220819,1
161,20220815,19,1,10777.22,1293.27,9483.95,20220822,1
162,20220816,2,1,13979.61,1677.55,12302.06,20220915,1
163,20220817,1,1,1072.74,128.73,944.01,20220901,1
164,20220818,23,1,21416.04,2569.93,18846.12,20220917,1
165,20220819,18,1,3640.1,436.81,3203.29,20220903,1
166,20220822,29,1,35277.61,4233.31,31044.29,20220921,1
167,20220823,1,1,3547.19,425.66,3121.52,20220823,1
168,20220824,23,1,3268.8,392.26,2876.54,20220908,1
169,20220825,24,1,575.28,69.03,506.24,20220909,1
170,20220826,27,1,9869.35,1184.32,8685.03,20220910,1
171,20220829,29,1,12855.22,1542.63,11312.6,20220928,1
172,20220830,22,1,1050.1,126.01,924.09,20220830,1
173,20220831,15,1,23082.6,2769.91,20312.69,20220831,1
174,20220901,1,1,25329.89,3039.59,22290.3,20220908,1
175,20220902,4,1,4465.58,535.87,3929.71,20220917,1
176,20220905,20,1,56929.9,6831.59,50098.31,20220920,1
177,20220906,3,1,12566.35,1507.96,11058.38,20221006,1
178,20220907,11,1,11188.41,1342.61,9845.8,20220907,1
179,20220908,30,1,16945.9,2033.51,14912.39,20220923,1
180,20220909,13,1,1114.06,133.69,980.37,20220924,1
181,20220912,2,1,4211.75,505.41,3706.34,20220912,1
182,20220913,26,1,31022.51,3722.7,27299.81,20220920,1
183,20220914,21,1,2001.6,240.19,1761.41,20220914,1
184,20220915,9,1,21403.68,2568.44,18835.24,20221015,1
185,20220916,17,1,6519.29,782.31,5736.97,20220916,1
186,20220919,25,1,11420.73,1370.49,10050.24,20220919,1
187,20220920,11,1,7889.2,946.7,6942.49,20221020,1
188,20220921,10,1,10179.54,1221.55,8958.0,20220921,1
189,20220922,7,1,29401.95,3528.23,25873.71,20221007,1
190,20220923,3,1,8165.24,979.83,7185.41,20220930,1
191,20220926,5,1,19352.75,2322.33,17030.42,20221026,1
192,20220927,12,1,14969.11,1796.29,13172.81,20221012,1
193,20220928,30,1,25235.67,3028.28,22207.39,20221005,1
194,20220929,2,1,63963.6,7675.63,56287.97,20221029,1
195,20220930,19,1,30544.65,3665.36,26879.29,20220930,1
196,20221003,5,1,17272.01,2072.64,15199.37,20221018,1
197,20221004,28,1,6298.88,755.87,5543.01,20221011,1
198,20221005,7,1,10092.84,1211.14,8881.7,20221104,1
199,20221006,14,1,1910.97,229.32,1681.66,20221105,1
200,20221007,11,1,8146.81,977.62,7169.19,20221014,1
201,20221010,13,1,14687.61,1762.51,12925.09,20221017,1
202,20221011,25,1,26182.71,3141.93,23040.78,20221026,1
203,20221012,20,1,66.6,7.99,58.61,20221111,1
204,20221013,27,1,12513.68,1501.64,11012.04,20221112,1
205,20221014,20,1,7001.8,840.22,6161.58,20221014,1
206,20221017,22,1,38070.75,4568.49,33502.26,20221017,1
207,20221018,19,1,24979.19,2997.5,21981.69,20221018,1
208,20221019,14,1,17671.79,2120.61,15551.18,20221026,1
209,20221020,11,1,6451.65,774.2,5677.46,20221027,1
210,20221021,25,1,47917.89,5750.15,42167.74,20221028,1
211,20221024,9,1,916.93,110.03,806.9,20221024,1
212,20221025,26,1,2303.5,276.42,2027.08,20221109,1
213,20221026,24,1,9874.22,1184.91,8689.31,20221102,1
214,20221027,5,1,2640.34,316.84,2323.5,20221027,1
215,20221028,22,1,62249.97,7470.0,54779.97,20221112,1
216,20221031,23,1,31778.78,3813.45,27965.32,20221031,1
217,20221101,4,1,17926.25,2151.15,15775.1,20221201,1
218,20221102,4,1,2308.97,277.08,2031.9,20221109,1
219,20221103,4,1,22443.96,2693.27,19750.68,20221118,1
220,20221104,17,1,23511.41,2821.37,20690.04,20221204,1
221,20221107,22,1,9330.25,1119.63,8210.62,20221107,1
222,20221108,10,1,84.4,10.13,74.27,20221115,1
223,20221109,1,1,4457.35,534.88,3922.47,20221116,1
224,20221110,26,1,12641.5,1516.98,11124.52,20221210,1
225,20221111,27,1,52345.16,6281.42,46063.74,20221118,1
226,20221114,18,1,13163.69,1579.64,11584.05,20221121,1
227,20221115,15,1,3963.47,475.62,3487.85,20221115,1
228,20221116,12,1,13242.37,1589.08,11653.28,20221216,1
229,20221117,27,1,10230.1,1227.61,9002.49,20221202,1
230,20221118,20,1,19938.9,2392.67,17546.23,20221118,1
231,20221121,12,1,1490.68,178.88,1311.79,20221206,1
232,20221122,29,1,18858.35,2263.0,16595.35,20221207,1
233,20221123,1,1,10266.85,1232.02,9034.82,20221130,1
234,20221124,15,1,43431.94,5211.83,38220.1,20221209,1
235,20221125,19,1,5511.71,661.4,4850.3,20221210,1
236,20221128,26,1,13192.65,1583.12,11609.53,20221213,1
237,20221129,26,1,35422.25,4250.67,31171.58,20221206,1
238,20221130,14,1,1424.88,170.99,1253.9,20221207,1
239,20221201,7,1,23108.14,2772.98,20335.17,20221216,1
240,20221202,9,1,29096.29,3491.55,25604.73,20221209,1
241,20221205,12,1,19686.36,2362.36,17324.0,20230104,1
242,20221206,8,1,235.68,28.28,207.4,20221213,1
243,20221207,28,1,9485.99,1138.32,8347.67,20221214,1
244,20221208,20,1,17502.88,2100.35,15402.53,20221215,1
245,20221209,15,1,2207.48,264.9,1942.58,20221224,1
246,20221212,7,1,10362.99,1243.56,9119.43,20221227,1
247,20221213,20,1,810.49,97.26,713.23,20230112,1
248,20221214,4,1,1964.3,235.72,1728.59,20221221,1
249,20221215,26,1,12138.28,1456.59,10681.69,20221222,1
250,20221216,26,1,3417.67,410.12,3007.55,20221231,1
251,20221219,3,1,20120.44,2414.45,17705.99,20230103,1
252,20221220,9,1,28069.83,3368.38,24701.45,20230119,1
253,20221221,10,1,38700.91,4644.11,34056.8,20221228,1
254,20221222,11,1,5360.49,643.26,4717.23,20221229,1
255,20221223,22,1,4399.67,527.96,3871.71,20230122,1
256,20221226,23,1,2651.04,318.12,2332.91,20230125,1
257,20221227,13,1,24285.26,2914.23,21371.03,20221227,1
258,20221228,13,1,29422.04,3530.64,25891.39,20230112,1
259,20221229,26,1,770.38,92.45,677.93,20230113,1
260,20221230,23,1,66059.3,7927.12,58132.19,20230106,1
261,20230102,12,1,56686.3,6802.36,49883.95,20230117,1
262,20230103,29,1,9792.89,1175.15,8617.74,20230202,1
263,20230104,18,1,4360.09,523.21,3836.88,20230111,1
264,20230105,2,1,1236.16,148.34,1087.82,20230105,1
265,20230106,5,1,3012.56,361.51,2651.05,20230205,1
266,20230109,26,1,11877.73,1425.33,10452.4,20230109,1
267,20230110,1,1,6655.19,798.62,5856.57,20230125,1
268,20230111,3,1,28587.75,3430.53,25157.22,20230118,1
269,20230112,5,1,9127.77,1095.33,8032.44,20230112,1
270,20230113,27,1,4630.77,555.69,4075.08,20230113,1
271,20230116,1,1,15547.13,1865.66,13681.48,20230116,1
272,20230117,19,1,19866.26,2383.95,17482.31,20230124,1
273,20230118,12,1,2959.67,355.16,2604.51,20230125,1
274,20230119,20,1,2970.9,356.51,2614.39,20230119,1
275,20230120,18,1,604.99,72.6,532.39,20230219,1
276,20230123,27,1,21590.96,2590.92,19000.05,20230207,1
277,20230124,30,1,17651.67,2118.2,15533.47,20230131,1
278,20230125,25,1,10422.86,1250.74,9172.12,20230201,1
279,20230126,29,1,30103.15,3612.38,26490.78,20230126,1
280,20230127,7,1,26527.78,3183.33,23344.44,20230211,1
281,20230130,24,1,14255.43,1710.65,12544.78,20230214,1
282,20230131,11,1,32823.92,3938.87,28885.05,20230207,1
283,20230201,15,1,14725.84,1767.1,12958.74,20230303,1
284,20230202,21,1,13122.55,1574.71,11547.84,20230202,1
285,20230203,22,1,522.54,62.7,459.83,20230218,1
286,20230206,2,1,8396.44,1007.57,7388.87,20230213,1
287,20230207,29,1,9622.36,1154.68,8467.68,20230309,1
288,20230208,16,1,10236.17,1228.34,9007.83,20230208,1
289,20230209,20,1,17458.62,2095.03,15363.58,20230216,1
290,20230210,27,1,15342.57,1841.11,13501.46,20230210,1
291,20230213,15,1,18833.33,2260.0,16573.33,20230315,1
292,20230214,3,1,29120.92,3494.51,25626.41,20230316,1
293,20230215,16,1,33725.35,4047.04,29678.3,20230222,1
294,20230216,4,1,25472.17,3056.66,22415.51,20230223,1
295,20230217,18,1,62616.05,7513.93,55102.12,20230224,1
296,20230220,17,1,370.15,44.42,325.73,20230220,1
297,20230221,4,1,4382.8,525.94,3856.87,20230228,1
298,20230222,25,1,152.71,18.33,134.39,20230301,1
299,20230223,11,1,20973.27,2516.79,18456.47,20230310,1
300,20230224,12,1,45925.74,5511.09,40414.65,20230303,1
301,20230227,7,1,5612.86,673.54,4939.32,20230227,1
302,20230228,7,1,52658.19,6318.98,46339.21,20230315,1
303,20230301,25,1,5545.04,665.41,4879.64,20230316,1
304,20230302,16,1,909.86,109.18,800.68,20230309,1
305,20230303,30,1,9256.67,1110.8,8145.87,20230310,1
306,20230306,25,1,885.27,106.23,779.04,20230321,1
307,20230307,16,1,20374.72,2444.97,17929.75,20230406,1
308,20230308,17,1,3366.2,403.94,2962.26,20230407,1
309,20230309,12,1,9819.93,1178.39,8641.54,20230408,1
310,20230310,20,1,26820.14,3218.42,23601.73,20230325,1
311,20230313,16,1,13307.27,1596.87,11710.4,20230320,1
312,20230314,13,1,9627.47,1155.3,8472.18,20230329,1
313,20230315,28,1,4957.75,594.93,4362.82,20230330,1
314,20230316,8,1,5121.03,614.52,4506.5,20230323,1
315,20230317,5,1,13999.96,1679.99,12319.96,20230416,1
316,20230320,8,1,64991.54,7798.98,57192.55,20230419,1
317,20230321,12,1,13710.68,1645.28,12065.4,20230321,1
318,20230322,25,1,10318.17,1238.18,9079.99,20230329,1
319,20230323,21,1,16587.69,1990.52,14597.16,20230422,1
320,20230324,6,1,7914.48,949.74,6964.74,20230331,1
321,20230327,18,1,784.36,94.12,690.24,20230426,1
322,20230328,7,1,10447.9,1253.75,9194.15,20230427,1
323,20230329,1,1,39975.02,4797.0,35178.02,20230329,1
324,20230330,16,1,2437.28,292.47,2144.81,20230429,1
325,20230331,6,1,14810.4,1777.25,13033.15,20230430,1
326,20230403,29,1,27480.77,3297.69,24183.07,20230418,1
327,20230404,7,1,10036.67,1204.4,8832.27,20230419,1
328,20230405,28,1,16003.63,1920.44,14083.2,20230412,1
329,20230406,14,1,5322.05,638.65,4683.4,20230421,1
330,20230407,5,1,2205.87,264.7,1941.16,20230407,1
331,20230410,22,1,43412.85,5209.54,38203.31,20230410,1
332,20230411,30,1,8771.31,1052.56,7718.76,20230426,1
333,20230412,2,1,5566.63,668.0,4898.63,20230419,1
334,20230413,27,1,33457.57,4014.91,29442.66,20230413,1
335,20230414,22,1,27372.89,3284.75,24088.14,20230421,1
336,20230417,15,1,28523.02,3422.76,25100.26,20230417,1
337,20230418,10,1,7392.48,887.1,6505.38,20230503,1
338,20230419,26,1,7531.16,903.74,6627.42,20230519,1
339,20230420,7,1,7095.58,851.47,6244.11,20230420,1
340,20230421,1,1,5428.14,651.38,4776.76,20230421,1
341,20230424,21,1,30326.14,3639.14,26687.0,20230501,1
342,20230425,18,1,53580.84,6429.7,47151.14,20230425,1
343,20230426,21,1,36645.41,4397.45,32247.96,20230426,1
344,20230427,18,1,44670.17,5360.42,39309.75,20230427,1
345,20230428,13,1,14756.37,1770.76,12985.61,20230528,1
346,20230501,8,1,4753.89,570.47,4183.42,20230516,1
347,20230502,14,1,68565.58,8227.87,60337.71,20230601,1
348,20230503,26,1,20236.33,2428.36,17807.97,20230503,1
349,20230504,18,1,192.73,23.13,169.6,20230511,1
350,20230505,20,1,5422.38,650.69,4771.69,20230512,1
351,20230508,20,1,5553.71,666.45,4887.27,20230508,1
352,20230509,12,1,1319.52,158.34,1161.17,20230608,1
353,20230510,19,1,59101.21,7092.15,52009.07,20230517,1
354,20230511,17,1,11961.21,1435.35,10525.86,20230610,1
355,20230512,21,1,41580.44,4989.65,36590.78,20230527,1
356,20230515,26,1,7150.61,858.07,6292.54,20230614,1
357,20230516,30,1,2459.96,295.19,2164.76,20230531,1
358,20230517,7,1,11823.62,1418.83,10404.78,20230517,1
359,20230518,12,1,2224.46,266.93,1957.52,20230518,1
360,20230519,15,1,12236.72,1468.41,10768.32,20230526,1
361,20230522,21,1,46505.32,5580.64,40924.68,20230522,1
362,20230523,30,1,13523.87,1622.86,11901.0,20230523,1
363,20230524,30,1,17620.98,2114.52,15506.46,20230623,1
364,20230525,14,1,3132.15,375.86,2756.29,20230624,1
365,20230526,14,1,822.22,98.67,723.55,20230610,1
366,20230529,23,1,2159.24,259.11,1900.13,20230628,1
367,20230530,11,1,16779.13,2013.5,14765.64,20230629,1
368,20230531,22,1,1835.49,220.26,1615.23,20230607,1
369,20230601,13,1,19912.28,2389.47,17522.81,20230601,1
370,20230602,17,1,28845.22,3461.43,25383.79,20230609,1
371,20230605,4,1,5548.92,665.87,4883.05,20230705,1
372,20230606,16,1,30760.69,3691.28,27069.41,20230621,1
373,20230607,27,1,12169.53,1460.34,10709.19,20230622,1
374,20230608,6,1,1414.98,169.8,1245.19,20230623,1
375,20230609,14,1,1064.65,127.76,936.89,20230709,1
376,20230612,11,1,7178.64,861.44,6317.2,20230627,1
377,20230613,9,1,27114.88,3253.79,23861.09,20230620,1
378,20230614,16,1,21702.47,2604.3,19098.17,20230614,1
379,20230615,25,1,27422.54,3290.7,24131.84,20230715,1
380,20230616,29,1,12851.2,1542.14,11309.06,20230623,1
381,20230619,18,1,10237.51,1228.5,9009.01,20230704,1
382,20230620,13,1,2814.94,337.79,2477.14,20230705,1
383,20230621,17,1,7019.13,842.3,6176.83,20230628,1
384,20230622,30,1,10043.78,1205.25,8838.53,20230629,1
385,20230623,13,1,1637.05,196.45,1440.6,20230630,1
386,20230626,17,1,4398.09,527.77,3870.32,20230711,1
387,20230627,13,1,16090.37,1930.84,14159.52,20230712,1
388,20230628,21,1,23477.99,2817.36,20660.63,20230713,1
389,20230629,10,1,113028.3,13563.4,99464.9,20230714,1
390,20230630,14,1,47726.99,5727.24,41999.75,20230707,1
391,20230703,27,1,14294.61,1715.35,12579.26,20230710,1
392,20230704,3,1,71468.61,8576.23,62892.38,20230803,1
393,20230705,19,1,4682.17,561.86,4120.31,20230720,1
394,20230706,17,1,9390.93,1126.91,8264.02,20230805,1
395,20230707,7,1,14192.78,1703.13,12489.65,20230707,1
396,20230710,20,1,28469.38,3416.33,25053.06,20230717,1
397,20230711,4,1,14444.16,1733.3,12710.86,20230718,1
398,20230712,20,1,17223.31,2066.8,15156.51,20230719,1
399,20230713,15,1,4652.54,558.3,4094.24,20230812,1
400,20230714,8,1,34059.01,4087.08,29971.93,20230714,1
401,20230717,15,1,10157.51,1218.9,8938.61,20230724,1
402,20230718,20,1,2757.32,330.88,2426.44,20230817,1
403,20230719,14,1,19802.63,2376.32,17426.32,20230803,1
404,20230720,29,1,4418.22,530.19,3888.04,20230720,1
405,20230721,8,1,1862.95,223.55,1639.39,20230728,1
406,20230724,28,1,35939.46,4312.74,31626.72,20230731,1
407,20230725,17,1,11187.7,1342.52,9845.18,20230809,1
408,20230726,2,1,25105.88,3012.71,22093.17,20230726,1
409,20230727,24,1,6230.37,747.64,5482.73,20230803,1
410,20230728,3,1,28061.92,3367.43,24694.49,20230827,1
411,20230731,12,1,2154.32,258.52,1895.8,20230731,1
412,20230801,28,1,8365.68,1003.88,7361.8,20230816,1
413,20230802,7,1,21621.3,2594.56,19026.75,20230809,1
414,20230803,9,1,5010.79,601.3,4409.5,20230902,1
415,20230804,28,1,2342.55,281.11,2061.45,20230804,1
416,20230807,8,1,15277.84,1833.34,13444.5,20230822,1
417,20230808,23,1,21460.08,2575.21,18884.87,20230907,1
418,20230809,3,1,1301.78,156.21,1145.56,20230908,1
419,20230810,26,1,3366.1,403.93,2962.17,20230810,1
420,20230811,15,1,1879.21,225.51,1653.7,20230818,1
421,20230814,15,1,5248.15,629.78,4618.37,20230829,1
422,20230815,21,1,7345.03,881.4,6463.62,20230830,1
423,20230816,25,1,16956.37,2034.76,14921.61,20230816,1
424,20230817,21,1,12924.67,1550.96,11373.71,20230824,1
425,20230818,20,1,11905.09,1428.61,10476.48,20230825,1
426,20230821,4,1,5331.88,639.83,4692.05,20230920,1
427,20230822,17,1,22602.63,2712.32,19890.31,20230906,1
428,20230823,9,1,7821.64,938.6,6883.04,20230907,1
429,20230824,28,1,47474.55,5696.95,41777.61,20230824,1
430,20230825,15,1,12340.53,1480.86,10859.67,20230901,1
431,20230828,19,1,1656.57,198.79,1457.78,20230828,1
432,20230829,6,1,13838.43,1660.61,12177.82,20230913,1
433,20230830,27,1,4825.66,579.08,4246.58,20230914,1
434,20230831,27,1,14229.26,1707.51,12521.75,20230915,1
435,20230901,19,1,2349.73,281.97,2067.76,20231001,1
436,20230904,10,1,37169.82,4460.38,32709.44,20230904,1
437,20230905,25,1,7402.7,888.32,6514.37,20230905,1
438,20230906,13,1,19535.48,2344.26,17191.22,20230906,1
439,20230907,3,1,12821.58,1538.59,11282.99,20231007,1
440,20230908,14,1,14175.56,1701.07,12474.49,20230923,1
441,20230911,16,1,1774.07,212.89,1561.18,20230911,1
442,20230912,20,1,3352.07,402.25,2949.82,20231012,1
443,20230913,17,1,19414.0,2329.68,17084.32,20230913,1
444,20230914,29,1,44379.07,5325.49,39053.58,20230921,1
445,20230915,17,1,3828.39,459.41,3368.98,20230922,1
446,20230918,17,1,3980.84,477.7,3503.14,20230925,1
447,20230919,8,1,8045.05,965.41,7079.64,20231004,1
448,20230920,20,1,51826.68,6219.2,45607.48,20231020,1
449,20230921,1,1,3935.91,472.31,3463.6,20230928,1
450,20230922,7,1,6564.51,787.74,5776.77,20230922,1
451,20230925,21,1,27900.9,3348.11,24552.79,20230925,1
452,20230926,30,1,36.75,4.41,32.34,20231003,1
453,20230927,11,1,509.8,61.18,448.62,20231004,1
454,20230928,30,1,11640.2,1396.82,10243.38,20230928,1
455,20230929,9,1,29891.32,3586.96,26304.36,20231029,1
