bill_id,issue_date_id,vendor_id,cost_center_id,amount,due_date_id,paid_flag
106,20220530,4,1,8026.81,20220530,1
107,20220531,3,4,3539.31,20220531,1
108,20220601,6,4,1622.62,20220608,1
109,20220602,19,1,1912.81,20220702,1
110,20220603,20,4,3108.84,20220603,1
111,20220606,15,2,1763.77,20220606,1
112,20220607,14,5,21034.81,20220707,1
113,20220608,11,4,774.75,20220623,1
114,20220609,13,3,6886.5,20220624,1
115,20220610,1,2,4893.89,20220617,1
116,20220613,24,5,37411.44,20220620,1
117,20220614,23,4,1100.74,20220621,1
118,20220615,2,2,4698.92,20220615,1
119,20220616,20,5,32320.45,20220616,1
120,20220617,9,1,18584.58,20220617,1
121,20220620,11,3,15735.34,20220705,1
122,20220621,17,4,2763.03,20220621,1
123,20220622,12,5,1735.95,20220629,1
124,20220623,24,1,10231.94,20220708,1
125,20220624,2,3,24551.5,20220724,1
126,20220627,3,4,7537.14,20220627,1
127,20220628,8,1,7852.81,20220713,1
128,20220629,5,4,3042.79,20220706,1
129,20220630,3,5,13593.75,20220630,1
130,20220701,12,4,10074.31,20220731,1
131,20220704,5,5,7951.81,20220803,1
132,20220705,8,2,22347.84,20220720,1
133,20220706,17,2,185.66,20220805,1
134,20220707,9,3,13796.87,20220714,1
135,20220708,14,1,12604.9,20220807,1
136,20220711,22,1,19044.1,20220726,1
137,20220712,14,5,13818.97,20220712,1
138,20220713,14,1,26512.42,20220812,1
139,20220714,1,3,48328.22,20220729,1
140,20220715,8,5,6341.13,20220730,1
141,20220718,15,5,3900.28,20220718,1
142,20220719,9,4,8331.12,20220726,1
143,20220720,25,2,5134.91,20220720,1
144,20220721,9,4,14431.63,20220805,1
145,20220722,25,3,36726.05,20220729,1
146,20220725,6,2,2265.13,20220801,1
147,20220726,2,1,1606.56,20220810,1
148,20220727,11,4,4471.94,20220811,1
149,20220728,19,1,19581.89,20220804,1
150,20220729,7,5,13591.91,20220828,1
151,20220801,10,2,3123.37,20220816,1
152,20220802,3,4,16796.96,20220817,1
153,20220803,20,5,4320.31,20220803,1
154,20220804,6,1,1663.34,20220903,1
155,20220805,2,4,4424.66,20220805,1
156,20220808,3,2,20344.63,20220907,1
157,20220809,22,1,30742.35,20220908,1
158,20220810,10,3,28160.39,20220817,1
159,20220811,14,1,8037.87,20220826,1
160,20220812,18,1,17514.41,20220827,1
161,20220815,14,2,3642.92,20220815,1
162,20220816,13,1,5509.53,20220816,1
163,20220817,22,3,35995.07,20220824,1
164,20220818,14,2,207.83,20220917,1
165,20220819,13,5,1419.53,20220826,1
166,20220822,11,2,3700.99,20220829,1
167,20220823,21,4,427.04,20220830,1
168,20220824,9,2,3179.35,20220831,1
169,20220825,17,1,13891.9,20220825,1
170,20220826,6,4,8689.68,20220902,1
171,20220829,23,2,35443.45,20220829,1
172,20220830,22,3,27008.17,20220830,1
173,20220831,25,3,6642.45,20220915,1
174,20220901,21,2,1016.29,20220908,1
175,20220902,7,5,26374.77,20220909,1
176,20220905,7,3,1556.76,20220905,1
177,20220906,16,2,31747.6,20221006,1
178,20220907,23,2,6249.03,20220907,1
179,20220908,20,3,2166.21,20220923,1
180,20220909,18,2,8260.11,20220924,1
181,20220912,7,3,21829.7,20220912,1
182,20220913,12,5,13941.35,20221013,1
183,20220914,2,5,17382.08,20220929,1
184,20220915,11,2,11376.88,20221015,1
185,20220916,23,4,12470.05,20221001,1
186,20220919,7,1,20016.47,20221004,1
187,20220920,4,1,3039.22,20220920,1
188,20220921,13,1,7112.6,20220928,1
189,20220922,16,2,2645.34,20220922,1
190,20220923,12,2,46508.54,20220930,1
191,20220926,23,2,30509.36,20221011,1
192,20220927,2,3,425.61,20221004,1
193,20220928,23,5,12937.48,20220928,1
194,20220929,18,3,27442.2,20221029,1
195,20220930,7,4,2107.2,20221007,1
196,20221003,15,1,7637.42,20221102,1
197,20221004,5,3,9510.79,20221019,1
198,20221005,2,4,7785.44,20221104,1
199,20221006,15,3,3152.01,20221013,1
200,20221007,5,2,7572.23,20221106,1
201,20221010,18,5,7065.64,20221017,1
202,20221011,16,4,58655.76,20221011,1
203,20221012,5,1,23813.82,20221012,1
204,20221013,18,5,6509.24,20221112,1
205,20221014,19,3,10199.35,20221021,1
206,20221017,24,2,14408.08,20221116,1
207,20221018,8,5,371.1,20221102,1
208,20221019,13,3,23560.51,20221019,1
209,20221020,16,4,20569.47,20221119,1
210,20221021,1,3,6393.96,20221105,1
211,20221024,16,5,5189.02,20221024,1
212,20221025,11,1,3333.47,20221025,1
213,20221026,21,4,6771.61,20221102,1
214,20221027,6,5,474.67,20221126,1
215,20221028,11,2,19992.57,20221028,1
216,20221031,25,2,377.14,20221115,1
217,20221101,15,5,47870.56,20221108,1
218,20221102,3,1,4543.99,20221202,1
219,20221103,25,4,4911.48,20221203,1
220,20221104,18,4,1461.73,20221119,1
221,20221107,16,4,12956.99,20221122,1
222,20221108,14,1,9679.04,20221108,1
223,20221109,21,3,2040.7,20221209,1
224,20221110,14,4,703.33,20221117,1
225,20221111,7,5,9334.33,20221126,1
226,20221114,12,4,8694.58,20221114,1
227,20221115,3,1,2611.22,20221215,1
228,20221116,14,1,24650.21,20221201,1
229,20221117,12,4,1339.73,20221217,1
230,20221118,9,1,4632.2,20221125,1
231,20221121,22,5,23524.64,20221128,1
232,20221122,21,3,4452.49,20221129,1
233,20221123,13,5,8324.56,20221123,1
234,20221124,18,2,4146.26,20221201,1
235,20221125,14,3,2621.98,20221210,1
236,20221128,13,1,33817.82,20221128,1
237,20221129,6,3,4307.26,20221129,1
238,20221130,22,1,18368.11,20221215,1
239,20221201,12,4,3751.67,20221208,1
240,20221202,24,1,1835.89,20221209,1
241,20221205,19,1,14238.85,20230104,1
242,20221206,4,5,9817.13,20221213,1
243,20221207,2,4,6296.98,20230106,1
244,20221208,2,2,7401.53,20221223,1
245,20221209,4,2,11598.82,20221216,1
246,20221212,19,2,2368.49,20221227,1
247,20221213,22,4,51218.42,20221213,1
248,20221214,3,2,33611.87,20221214,1
249,20221215,8,1,9595.55,20221215,1
250,20221216,3,4,2032.54,20221223,1
251,20221219,16,2,10411.91,20221226,1
252,20221220,12,2,684.33,20221227,1
253,20221221,23,5,284.3,20221221,1
254,20221222,6,1,2721.16,20221222,1
255,20221223,22,5,5671.52,20230122,1
256,20221226,15,1,18510.89,20230102,1
257,20221227,20,1,11861.68,20230103,1
258,20221228,25,4,12397.13,20221228,1
259,20221229,2,5,5061.39,20230113,1
260,20221230,5,1,3877.01,20230114,1
261,20230102,8,4,5061.26,20230102,1
262,20230103,1,3,9166.14,20230103,1
263,20230104,16,5,1621.11,20230111,1
264,20230105,16,1,1717.72,20230105,1
265,20230106,2,1,1869.28,20230113,1
266,20230109,1,1,33903.99,20230109,1
267,20230110,16,1,15925.64,20230110,1
268,20230111,21,1,2137.61,20230111,1
269,20230112,11,2,2517.51,20230211,1
270,20230113,6,4,15832.54,20230120,1
271,20230116,6,2,2048.38,20230131,1
272,20230117,18,1,3224.7,20230117,1
273,20230118,23,5,39885.71,20230202,1
274,20230119,11,1,3556.17,20230119,1
275,20230120,21,1,13072.51,20230204,1
276,20230123,12,5,46394.95,20230130,1
277,20230124,19,5,5656.42,20230223,1
278,20230125,25,1,213.18,20230125,1
279,20230126,17,4,3376.74,20230210,1
280,20230127,6,3,21438.78,20230203,1
281,20230130,3,2,24122.44,20230301,1
282,20230131,2,1,17652.33,20230207,1
283,20230201,5,2,1227.66,20230303,1
284,20230202,24,4,9098.93,20230217,1
285,20230203,7,1,3220.06,20230210,1
286,20230206,18,4,35786.48,20230221,1
287,20230207,10,2,7176.8,20230207,1
288,20230208,5,1,17810.99,20230223,1
289,20230209,3,2,8678.3,20230311,1
290,20230210,1,5,482.06,20230225,1
291,20230213,17,5,10891.77,20230220,1
292,20230214,15,4,32846.74,20230301,1
293,20230215,7,3,9995.96,20230317,1
294,20230216,10,5,18576.1,20230216,1
295,20230217,25,1,23416.37,20230224,1
296,20230220,2,3,2811.71,20230322,1
297,20230221,7,2,2588.4,20230221,1
298,20230222,3,5,10254.44,20230301,1
299,20230223,7,1,5749.73,20230223,1
300,20230224,11,4,19894.8,20230311,1
301,20230227,14,4,25011.57,20230314,1
302,20230228,6,5,4736.18,20230307,1
303,20230301,14,3,11142.79,20230308,1
304,20230302,16,4,332.69,20230317,1
305,20230303,14,5,3262.33,20230303,1
306,20230306,3,3,2757.98,20230313,1
307,20230307,2,2,4033.27,20230322,1
308,20230308,14,2,828.55,20230407,1
309,20230309,10,2,24966.97,20230309,1
310,20230310,25,1,7289.63,20230310,1
311,20230313,4,1,3293.44,20230328,1
312,20230314,14,5,4568.99,20230413,1
313,20230315,20,3,5354.48,20230330,1
314,20230316,9,1,8290.35,20230323,1
315,20230317,13,2,6549.05,20230317,1
316,20230320,8,2,22746.69,20230320,1
317,20230321,4,4,6206.56,20230321,1
318,20230322,13,4,43794.71,20230421,1
319,20230323,13,4,17223.04,20230407,1
320,20230324,18,4,2112.28,20230324,1
321,20230327,6,5,24098.42,20230426,1
322,20230328,11,2,1117.51,20230404,1
323,20230329,23,3,15362.81,20230413,1
324,20230330,5,2,4327.22,20230414,1
325,20230331,10,2,19001.28,20230331,1
326,20230403,16,1,9096.13,20230403,1
327,20230404,10,2,1580.09,20230411,1
328,20230405,8,4,10793.13,20230405,1
329,20230406,11,2,8235.41,20230421,1
330,20230407,8,1,25286.78,20230422,1
331,20230410,15,4,1403.3,20230410,1
332,20230411,23,5,9106.41,20230511,1
333,20230412,19,4,2210.0,20230412,1
334,20230413,1,5,5336.36,20230428,1
335,20230414,8,1,18174.16,20230414,1
336,20230417,23,1,8785.55,20230502,1
337,20230418,13,3,6408.4,20230503,1
338,20230419,24,5,6819.41,20230419,1
339,20230420,20,2,8362.3,20230420,1
340,20230421,14,3,20896.08,20230521,1
341,20230424,20,3,30265.01,20230509,1
342,20230425,7,4,42256.64,20230510,1
343,20230426,19,2,21015.91,20230511,1
344,20230427,5,2,5151.05,20230427,1
345,20230428,6,4,15839.1,20230513,1
346,20230501,1,5,45664.24,20230531,1
347,20230502,3,4,30284.51,20230502,1
348,20230503,8,2,482.37,20230518,1
349,20230504,2,1,1968.49,20230519,1
350,20230505,10,3,1543.86,20230505,1
351,20230508,2,5,14149.32,20230508,1
352,20230509,9,4,18608.89,20230608,1
353,20230510,22,2,2625.11,20230517,1
354,20230511,22,1,7704.71,20230610,1
355,20230512,14,1,20078.03,20230519,1
356,20230515,2,1,14424.86,20230515,1
357,20230516,20,3,8540.65,20230531,1
358,20230517,23,3,9754.33,20230524,1
359,20230518,5,4,7760.32,20230525,1
360,20230519,15,4,3860.2,20230519,1
361,20230522,20,3,9098.69,20230529,1
362,20230523,5,5,12761.66,20230530,1
363,20230524,22,5,22582.38,20230623,1
364,20230525,10,4,11054.51,20230601,1
365,20230526,25,4,15649.41,20230526,1
366,20230529,17,4,1906.59,20230613,1
367,20230530,14,5,6766.41,20230614,1
368,20230531,16,4,102.47,20230607,1
369,20230601,7,4,30725.31,20230616,1
370,20230602,14,2,27495.36,20230702,1
371,20230605,16,2,3069.18,20230705,1
372,20230606,25,4,24186.55,20230606,1
373,20230607,9,4,9134.13,20230607,1
374,20230608,24,4,9831.94,20230623,1
375,20230609,18,3,2135.4,20230616,1
376,20230612,25,4,1252.53,20230612,1
377,20230613,18,3,19401.94,20230613,1
378,20230614,7,2,10226.06,20230621,1
379,20230615,24,4,8558.46,20230630,1
380,20230616,24,5,19488.14,20230701,1
381,20230619,10,4,21617.15,20230626,1
382,20230620,24,1,2579.33,20230720,1
383,20230621,5,5,14043.03,20230628,1
384,20230622,18,3,2167.67,20230622,1
385,20230623,23,5,20744.56,20230630,1
386,20230626,24,3,15946.49,20230626,1
387,20230627,19,5,46765.58,20230627,1
388,20230628,12,5,1064.96,20230628,1
389,20230629,9,2,875.61,20230629,1
390,20230630,21,2,4941.61,20230730,1
391,20230703,16,5,9044.66,20230718,1
392,20230704,3,2,29228.07,20230719,1
393,20230705,11,1,8490.05,20230804,1
394,20230706,1,5,10969.28,20230721,1
395,20230707,16,5,9245.09,20230722,1
396,20230710,4,3,1790.03,20230717,1
397,20230711,9,3,10618.95,20230810,1
398,20230712,14,1,3973.34,20230727,1
399,20230713,13,5,3772.79,20230728,1
400,20230714,21,5,1802.68,20230721,1
401,20230717,2,4,8051.79,20230816,1
402,20230718,6,3,25859.97,20230725,1
403,20230719,23,3,5906.5,20230818,1
404,20230720,5,3,6835.62,20230720,1
405,20230721,1,1,18785.28,20230820,1
406,20230724,20,2,3978.59,20230731,1
407,20230725,5,5,41484.22,20230809,1
408,20230726,9,2,13405.07,20230825,1
409,20230727,6,4,10833.5,20230811,1
410,20230728,12,3,14895.92,20230728,1
411,20230731,2,4,3314.24,20230815,1
412,20230801,19,4,4604.92,20230816,1
413,20230802,14,5,4449.51,20230901,1
414,20230803,4,1,2397.34,20230902,1
415,20230804,9,1,4481.26,20230903,1
416,20230807,24,1,1286.09,20230906,1
417,20230808,14,5,4963.14,20230823,1
418,20230809,3,3,15116.07,20230809,1
419,20230810,14,1,6080.25,20230817,1
420,20230811,4,4,169.35,20230826,1
421,20230814,8,1,5102.03,20230821,1
422,20230815,14,1,256.87,20230822,1
423,20230816,24,5,31593.56,20230831,1
424,20230817,17,4,1271.17,20230916,1
425,20230818,3,2,11467.35,20230902,1
426,20230821,21,5,33598.95,20230905,1
427,20230822,5,4,16306.17,20230921,1
428,20230823,5,4,11204.04,20230907,1
429,20230824,1,5,17054.79,20230824,1
430,20230825,9,1,37352.55,20230825,1
431,20230828,4,1,9054.36,20230912,1
432,20230829,2,1,7637.19,20230928,1
433,20230830,8,4,9225.66,20230830,1
434,20230831,22,1,7092.72,20230930,1
435,20230901,8,3,905.63,20230901,1
436,20230904,14,5,9540.15,20230919,1
437,20230905,15,1,1201.16,20230920,1
438,20230906,15,2,4208.67,20231006,1
439,20230907,18,4,7037.45,20230914,1
440,20230908,1,4,20605.43,20230923,1
441,20230911,18,3,6761.56,20230911,1
442,20230912,15,4,12041.1,20231012,1
443,20230913,17,4,49057.83,20230913,1
444,20230914,19,1,1401.12,20230929,1
445,20230915,7,5,3192.46,20230922,1
446,20230918,9,2,4987.53,20230925,1
447,20230919,19,5,5445.28,20231004,1
448,20230920,10,2,5261.23,20230927,1
449,20230921,19,1,23671.59,20230928,1
450,20230922,25,4,12442.1,20231007,1
451,20230925,3,3,9305.17,20231025,1
452,20230926,21,5,3678.88,20231003,1
453,20230927,6,2,17254.48,20231012,1
454,20230928,17,4,30834.36,20230928,1
455,20230929,3,1,17109.34,20231014,1
456,20231002,17,5,13508.8,20231002,1
457,20231003,15,4,1755.38,20231010,1
458,20231004,17,4,7703.77,20231004,1
459,20231005,5,1,323.61,20231005,1
460,20231006,17,2,8160.19,20231006,1
461,20231009,13,5,38531.01,20231016,1
462,20231010,23,3,5618.98,20231025,1
463,20231011,10,5,460.98,20231018,1
464,20231012,19,1,364.42,20231019,1
465,20231013,21,4,5690.34,20231020,1
466,20231016,21,3,2020.97,20231115,1
467,20231017,7,3,273.84,20231116,1
468,20231018,1,5,16357.8,20231117,1
469,20231019,3,2,7109.48,20231019,1
470,20231020,11,3,3956.89,20231119,1
471,20231023,17,4,26694.88,20231107,1
472,20231024,18,1,1430.76,20231123,1
473,20231025,24,3,36178.43,20231101,1
474,20231026,5,5,4367.17,20231110,1
475,20231027,8,5,25413.69,20231126,1
476,20231030,17,4,10704.7,20231030,1
477,20231031,22,3,20313.33,20231115,1
478,20231101,3,1,7174.34,20231108,1
479,20231102,2,4,9587.82,20231109,1
480,20231103,6,3,9903.8,20231118,1
481,20231106,8,4,16411.5,20231121,1
482,20231107,13,2,3884.12,20231107,1
483,20231108,13,3,12648.04,20231108,1
484,20231109,6,2,7201.76,20231209,1
485,20231110,8,2,15102.03,20231110,1
486,20231113,10,4,44640.47,20231213,1
487,20231114,2,2,2144.79,20231121,1
488,20231115,13,4,50090.46,20231215,1
489,20231116,2,3,901.22,20231201,1
490,20231117,8,3,22.22,20231202,1
491,20231120,22,5,432.55,20231120,1
492,20231121,7,1,4005.2,20231121,1
493,20231122,9,5,9597.26,20231129,1
494,20231123,13,3,685.01,20231123,1
495,20231124,21,1,54.41,20231209,1
496,20231127,25,1,26490.02,20231204,1
497,20231128,23,2,16525.31,20231213,1
498,20231129,10,4,15863.38,20231229,1
499,20231130,20,2,20665.07,20231230,1
500,20231201,7,5,47.47,20231201,1
501,20231204,18,5,1983.09,20231204,1
502,20231205,4,2,13553.53,20231220,1
503,20231206,16,1,11917.85,20231206,1
504,20231207,6,1,36725.06,20231222,1
505,20231208,4,5,15540.44,20231208,1
506,20231211,13,1,32692.05,20231218,1
507,20231212,24,4,13163.18,20240111,1
508,20231213,18,4,3842.05,20231228,1
509,20231214,6,4,1208.75,20240113,1
510,20231215,21,1,16528.4,20240114,1
511,20231218,4,4,11217.34,20231218,1
512,20231219,11,5,536.15,20240103,1
513,20231220,25,2,4845.94,20231220,1
514,20231221,21,5,34109.94,20240120,1
515,20231222,10,5,7533.82,20231229,1
516,20231225,5,2,6154.71,20240101,1
517,20231226,22,4,6643.43,20231226,1
518,20231227,14,3,2543.76,20240103,1
519,20231228,25,1,4993.8,20240112,1
520,20231229,12,4,5012.84,20240105,1
521,20240101,22,2,3599.19,20240101,1
522,20240102,6,2,3071.6,20240117,1
523,20240103,15,5,2138.75,20240202,1
524,20240104,21,5,13726.2,20240111,1
525,20240105,6,2,21423.9,20240112,1
526,20240108,14,5,12168.91,20240115,1
527,20240109,3,5,2240.15,20240116,1
528,20240110,8,5,23488.69,20240209,1
529,20240111,11,1,14240.9,20240210,1
530,20240112,17,3,6923.92,20240211,1
531,20240115,13,3,15802.16,20240122,1
532,20240116,12,1,4241.74,20240123,1
533,20240117,16,3,5967.27,20240216,1
534,20240118,16,3,35159.61,20240217,1
535,20240119,25,3,4836.82,20240218,1
536,20240122,5,2,8947.18,20240122,1
537,20240123,19,2,31125.75,20240207,1
538,20240124,6,4,17335.36,20240223,1
539,20240125,19,3,905.1,20240125,1
540,20240126,2,3,2245.77,20240126,1
541,20240129,11,2,110.95,20240129,1
542,20240130,2,5,14047.39,20240214,1
543,20240131,10,4,8365.97,20240301,1
544,20240201,20,2,277.35,20240216,1
545,20240202,20,5,18202.49,20240202,1
546,20240205,8,3,13848.99,20240205,1
547,20240206,16,4,2580.85,20240221,1
548,20240207,14,3,31117.48,20240207,1
549,20240208,4,3,1593.98,20240215,1
550,20240209,5,3,11310.79,20240209,1
551,20240212,15,3,2531.95,20240313,1
552,20240213,8,5,5610.97,20240228,1
553,20240214,4,5,12622.14,20240221,1
554,20240215,24,2,8235.05,20240316,1
555,20240216,4,2,5543.4,20240302,1
556,20240219,25,5,3926.15,20240219,1
557,20240220,24,5,18192.79,20240321,1
558,20240221,5,5,1543.2,20240307,1
559,20240222,9,5,5588.66,20240222,1
560,20240223,25,5,23265.9,20240324,1
561,20240226,25,5,18584.08,20240304,1
562,20240227,20,3,5092.67,20240313,1
563,20240228,22,4,14313.58,20240314,1
564,20240229,12,3,17219.35,20240307,1
565,20240301,23,3,922.26,20240331,1
566,20240304,19,1,2653.91,20240311,1
567,20240305,1,3,4153.97,20240305,1
568,20240306,21,5,18934.11,20240306,1
569,20240307,16,5,2962.41,20240314,1
570,20240308,16,3,2190.2,20240407,1
571,20240311,19,3,25041.74,20240410,1
572,20240312,11,1,19242.24,20240319,1
573,20240313,20,4,9890.59,20240328,1
574,20240314,12,2,13792.66,20240329,1
575,20240315,24,3,6471.56,20240322,1
576,20240318,25,3,11400.44,20240318,1
577,20240319,18,3,12228.3,20240418,1
578,20240320,19,4,8476.22,20240327,1
579,20240321,16,4,41025.65,20240420,1
580,20240322,1,4,280.23,20240322,1
581,20240325,21,5,26375.55,20240409,1
582,20240326,12,1,2298.73,20240326,1
583,20240327,5,4,27642.42,20240327,1
584,20240328,14,3,16560.08,20240328,1
585,20240329,1,2,32073.4,20240405,1
586,20240401,17,4,32210.02,20240401,1
587,20240402,19,2,2775.14,20240402,1
588,20240403,4,5,10827.72,20240403,1
589,20240404,14,1,11780.97,20240411,1
590,20240405,10,3,9046.0,20240412,1
591,20240408,22,3,3605.29,20240415,1
592,20240409,20,5,3037.79,20240424,1
593,20240410,25,4,8746.75,20240510,1
594,20240411,9,2,19315.65,20240426,1
595,20240412,19,4,28171.39,20240512,1
596,20240415,17,1,1075.42,20240430,1
597,20240416,9,2,1616.01,20240423,1
598,20240417,20,1,27817.73,20240417,1
599,20240418,21,4,12813.85,20240503,1
600,20240419,15,1,20611.6,20240519,1
601,20240422,25,5,2175.35,20240429,1
602,20240423,11,2,8508.98,20240523,1
603,20240424,8,5,11602.85,20240509,1
604,20240425,18,2,10949.64,20240510,1
605,20240426,1,2,5038.8,20240511,1
606,20240429,16,2,149.05,20240514,1
607,20240430,18,3,8401.04,20240507,1
608,20240501,5,1,18902.25,20240508,1
609,20240502,12,3,92.21,20240517,1
610,20240503,25,1,29803.98,20240518,1
611,20240506,15,5,6754.83,20240506,1
612,20240507,14,5,9295.44,20240606,1
613,20240508,17,5,3392.9,20240523,1
614,20240509,2,4,15647.42,20240509,1
615,20240510,18,1,919.47,20240517,1
616,20240513,17,3,23764.29,20240520,1
617,20240514,10,2,20307.37,20240529,1
618,20240515,10,4,2807.18,20240530,1
619,20240516,19,2,19110.82,20240615,1
620,20240517,9,4,17799.28,20240524,1
621,20240520,11,3,11535.13,20240527,1
622,20240521,22,4,5392.87,20240605,1
623,20240522,24,3,3652.98,20240621,1
624,20240523,9,1,3040.83,20240607,1
625,20240524,1,3,4423.94,20240608,1
626,20240527,10,2,26971.53,20240626,1
627,20240528,1,2,932.03,20240528,1
628,20240529,2,5,20358.1,20240613,1
629,20240530,22,2,4948.17,20240530,1
630,20240531,16,5,8502.71,20240615,1
631,20240603,2,1,24588.15,20240610,1
632,20240604,9,4,10297.21,20240704,1
633,20240605,2,1,52237.15,20240605,1
634,20240606,4,1,7816.24,20240706,1
635,20240607,5,5,9402.97,20240707,1
636,20240610,7,2,59138.11,20240710,1
637,20240611,20,3,3438.45,20240611,1
638,20240612,5,4,37295.67,20240627,1
639,20240613,7,1,571.58,20240713,1
640,20240614,6,2,7719.39,20240614,1
641,20240617,17,3,947.47,20240717,1
642,20240618,21,2,17056.65,20240718,1
643,20240619,4,5,12239.73,20240626,1
644,20240620,21,2,16010.04,20240627,1
645,20240621,12,5,6125.14,20240628,1
646,20240624,13,3,6021.23,20240709,1
647,20240625,25,5,605.48,20240725,1
648,20240626,2,4,5622.85,20240703,1
649,20240627,10,3,34585.1,20240727,1
650,20240628,15,1,6224.57,20240728,1
651,20240701,5,5,20485.85,20240701,1
652,20240702,10,1,14217.3,20240717,1
653,20240703,4,5,72.69,20240703,1
654,20240704,19,2,7947.84,20240719,1
655,20240705,10,3,10731.9,20240705,1
656,20240708,25,3,4594.16,20240807,1
657,20240709,23,3,4853.11,20240808,1
658,20240710,14,4,41173.1,20240717,1
659,20240711,5,3,28176.6,20240726,1
660,20240712,5,5,23977.41,20240727,1
661,20240715,12,4,6602.52,20240722,1
662,20240716,22,2,174.83,20240716,1
663,20240717,20,1,1059.95,20240724,1
664,20240718,14,3,4743.76,20240802,1
665,20240719,18,2,201.13,20240803,1
