date_id,account_id,opening_balance,inflow,outflow,closing_balance
20220621,1,564930.9,0.0,3863.77,561067.13
20220622,1,561067.13,16745.84,0.0,577812.97
20220623,1,577812.97,17210.31,774.75,594248.53
20220624,1,594248.53,447.02,6886.5,587809.05
20220625,1,587809.05,27548.36,0.0,615357.41
20220626,1,615357.41,0.0,0.0,615357.41
20220627,1,615357.41,8570.47,7537.14,616390.74
20220628,1,616390.74,5237.57,0.0,621628.31
20220629,1,621628.31,0.0,1735.95,619892.36
20220630,1,619892.36,10443.2,13593.75,616741.81
20220701,1,616741.81,0.0,0.0,616741.81
20220702,1,616741.81,0.0,1912.81,614829.0
20220703,1,614829.0,0.0,0.0,614829.0
20220704,1,614829.0,6893.02,0.0,621722.02
20220705,1,621722.02,0.0,15735.34,605986.68
20220706,1,605986.68,14869.86,3042.79,617813.75
20220707,1,617813.75,6915.79,21034.81,603694.73
20220708,1,603694.73,823.99,10231.94,594286.78
20220709,1,594286.78,0.0,0.0,594286.78
20220710,1,594286.78,0.0,0.0,594286.78
20220711,1,594286.78,7337.48,0.0,601624.26
20220712,1,601624.26,9633.41,13818.97,597438.7
20220713,1,597438.7,49734.36,7852.81,639320.25
20220714,1,639320.25,15803.3,13796.87,641326.68
20220715,1,641326.68,8968.3,0.0,650294.98
20220716,1,650294.98,11482.28,0.0,661777.26
20220717,1,661777.26,13077.42,0.0,674854.68
20220718,1,674854.68,0.0,3900.28,670954.4
20220719,1,670954.4,0.0,0.0,670954.4
20220720,1,670954.4,24280.95,27482.75,667752.6
20220721,1,667752.6,29080.24,0.0,696832.84
20220722,1,696832.84,10834.43,0.0,707667.27
20220723,1,707667.27,0.0,0.0,707667.27
20220724,1,707667.27,0.0,24551.5,683115.77
20220725,1,683115.77,4098.06,0.0,687213.83
20220726,1,687213.83,0.0,27375.22,659838.61
20220727,1,659838.61,0.0,0.0,659838.61
20220728,1,659838.61,33049.14,0.0,692887.75
20220729,1,692887.75,6324.86,85054.27,614158.34
20220730,1,614158.34,2812.47,6341.13,610629.68
20220731,1,610629.68,0.0,10074.31,600555.37
20220801,1,600555.37,0.0,2265.13,598290.24
20220802,1,598290.24,0.0,0.0,598290.24
20220803,1,598290.24,35823.5,12272.12,621841.62
20220804,1,621841.62,32524.92,19581.89,634784.65
20220805,1,634784.65,0.0,19041.95,615742.7
20220806,1,615742.7,63051.89,0.0,678794.59
20220807,1,678794.59,0.0,12604.9,666189.69
20220808,1,666189.69,55946.81,0.0,722136.5
20220809,1,722136.5,15789.72,0.0,737926.22
20220810,1,737926.22,0.0,1606.56,736319.66
20220811,1,736319.66,14809.86,4471.94,746657.58
20220812,1,746657.58,0.0,26512.42,720145.16
20220813,1,720145.16,0.0,0.0,720145.16
20220814,1,720145.16,0.0,0.0,720145.16
20220815,1,720145.16,0.0,3642.92,716502.24
20220816,1,716502.24,0.0,8632.9,707869.34
20220817,1,707869.34,0.0,44957.35,662911.99
20220818,1,662911.99,0.0,0.0,662911.99
20220819,1,662911.99,78423.71,0.0,741335.7
20220820,1,741335.7,2665.64,0.0,744001.34
20220821,1,744001.34,0.0,0.0,744001.34
20220822,1,744001.34,9483.95,0.0,753485.29
20220823,1,753485.29,3121.52,0.0,756606.81
20220824,1,756606.81,15179.92,35995.07,735791.66
20220825,1,735791.66,9208.71,13891.9,731108.47
20220826,1,731108.47,43589.05,9457.4,765240.12
20220827,1,765240.12,0.0,17514.41,747725.71
20220828,1,747725.71,0.0,13591.91,734133.8
20220829,1,734133.8,0.0,39144.44,694989.36
20220830,1,694989.36,924.09,27435.21,668478.24
20220831,1,668478.24,20312.69,3179.35,685611.58
20220901,1,685611.58,944.01,0.0,686555.59
20220902,1,686555.59,0.0,8689.68,677865.91
20220903,1,677865.91,3203.29,1663.34,679405.86
20220904,1,679405.86,0.0,0.0,679405.86
20220905,1,679405.86,0.0,1556.76,677849.1
20220906,1,677849.1,0.0,0.0,677849.1
20220907,1,677849.1,9845.8,26593.66,661101.24
20220908,1,661101.24,25166.84,31758.64,654509.44
20220909,1,654509.44,506.24,26374.77,628640.91
20220910,1,628640.91,9897.99,0.0,638538.9
20220911,1,638538.9,0.0,0.0,638538.9
20220912,1,638538.9,3706.34,21829.7,620415.54
20220913,1,620415.54,0.0,0.0,620415.54
20220914,1,620415.54,1761.41,0.0,622176.95
20220915,1,622176.95,12302.06,6642.45,627836.56
20220916,1,627836.56,5736.97,0.0,633573.53
20220917,1,633573.53,22775.83,207.83,656141.53
20220918,1,656141.53,0.0,0.0,656141.53
20220919,1,656141.53,10050.24,0.0,666191.77
20220920,1,666191.77,77398.12,3039.22,740550.67
20220921,1,740550.67,40002.29,0.0,780552.96
20220922,1,780552.96,0.0,2645.34,777907.62
20220923,1,777907.62,14912.39,2166.21,790653.8
20220924,1,790653.8,980.37,8260.11,783374.06
20220925,1,783374.06,0.0,0.0,783374.06
20220926,1,783374.06,0.0,0.0,783374.06
20220927,1,783374.06,0.0,0.0,783374.06
20220928,1,783374.06,11312.6,20050.08,774636.58
20220929,1,774636.58,0.0,17382.08,757254.5
20220930,1,757254.5,34064.7,46508.54,744810.66
20221001,1,744810.66,0.0,12470.05,732340.61
20221002,1,732340.61,0.0,0.0,732340.61
20221003,1,732340.61,0.0,0.0,732340.61
20221004,1,732340.61,0.0,20442.08,711898.53
20221005,1,711898.53,22207.39,0.0,734105.92
20221006,1,734105.92,11058.38,31747.6,713416.7
20221007,1,713416.7,25873.71,2107.2,737183.21
20221008,1,737183.21,0.0,0.0,737183.21
20221009,1,737183.21,0.0,0.0,737183.21
20221010,1,737183.21,0.0,0.0,737183.21
20221011,1,737183.21,5543.01,89165.12,653561.1
20221012,1,653561.1,13172.81,23813.82,642920.09
20221013,1,642920.09,0.0,17093.36,625826.73
20221014,1,625826.73,13330.77,0.0,639157.5
20221015,1,639157.5,18835.24,11376.88,646615.86
20221016,1,646615.86,0.0,0.0,646615.86
20221017,1,646615.86,46427.35,7065.64,685977.57
20221018,1,685977.57,37181.06,0.0,723158.63
20221019,1,723158.63,0.0,33071.3,690087.33
20221020,1,690087.33,6942.49,0.0,697029.82
20221021,1,697029.82,0.0,10199.35,686830.47
20221022,1,686830.47,0.0,0.0,686830.47
20221023,1,686830.47,0.0,0.0,686830.47
20221024,1,686830.47,806.9,5189.02,682448.35
20221025,1,682448.35,0.0,3333.47,679114.88
20221026,1,679114.88,55622.38,0.0,734737.26
20221027,1,734737.26,8000.96,0.0,742738.22
20221028,1,742738.22,42167.74,19992.57,764913.39
20221029,1,764913.39,56287.97,27442.2,793759.16
20221030,1,793759.16,0.0,0.0,793759.16
20221031,1,793759.16,27965.32,0.0,821724.48
20221101,1,821724.48,0.0,0.0,821724.48
20221102,1,821724.48,8689.31,14780.13,815633.66
20221103,1,815633.66,0.0,0.0,815633.66
20221104,1,815633.66,8881.7,7785.44,816729.92
20221105,1,816729.92,1681.66,6393.96,812017.62
20221106,1,812017.62,0.0,7572.23,804445.39
20221107,1,804445.39,8210.62,0.0,812656.01
20221108,1,812656.01,0.0,57549.6,755106.41
20221109,1,755106.41,4058.98,0.0,759165.39
20221110,1,759165.39,0.0,0.0,759165.39
20221111,1,759165.39,58.61,0.0,759224.0
20221112,1,759224.0,65792.01,6509.24,818506.77
20221113,1,818506.77,0.0,0.0,818506.77
20221114,1,818506.77,0.0,8694.58,809812.19
20221115,1,809812.19,3562.12,377.14,812997.17
20221116,1,812997.17,3922.47,14408.08,802511.56
20221117,1,802511.56,0.0,703.33,801808.23
20221118,1,801808.23,83360.65,0.0,885168.88
20221119,1,885168.88,0.0,22031.2,863137.68
20221120,1,863137.68,0.0,0.0,863137.68
20221121,1,863137.68,11584.05,0.0,874721.73
20221122,1,874721.73,0.0,12956.99,861764.74
20221123,1,861764.74,0.0,8324.56,853440.18
20221124,1,853440.18,0.0,0.0,853440.18
20221125,1,853440.18,0.0,4632.2,848807.98
20221126,1,848807.98,0.0,9809.0,838998.98
20221127,1,838998.98,0.0,0.0,838998.98
20221128,1,838998.98,0.0,57342.46,781656.52
20221129,1,781656.52,0.0,8759.75,772896.77
20221130,1,772896.77,9034.82,0.0,781931.59
20221201,1,781931.59,15775.1,28796.47,768910.22
20221202,1,768910.22,9002.49,4543.99,773368.72
20221203,1,773368.72,0.0,4911.48,768457.24
20221204,1,768457.24,20690.04,0.0,789147.28
20221205,1,789147.28,0.0,0.0,789147.28
20221206,1,789147.28,32483.37,0.0,821630.65
20221207,1,821630.65,17849.25,0.0,839479.9
20221208,1,839479.9,0.0,3751.67,835728.23
20221209,1,835728.23,63824.83,3876.59,895676.47
20221210,1,895676.47,15974.82,2621.98,909029.31
20221211,1,909029.31,0.0,0.0,909029.31
20221212,1,909029.31,0.0,0.0,909029.31
20221213,1,909029.31,11816.93,61035.55,859810.69
20221214,1,859810.69,8347.67,33611.87,834546.49
20221215,1,834546.49,15402.53,30574.88,819374.14
20221216,1,819374.14,31988.45,11598.82,839763.77
20221217,1,839763.77,0.0,1339.73,838424.04
20221218,1,838424.04,0.0,0.0,838424.04
20221219,1,838424.04,0.0,0.0,838424.04
20221220,1,838424.04,0.0,0.0,838424.04
20221221,1,838424.04,1728.59,284.3,839868.33
20221222,1,839868.33,10681.69,2721.16,847828.86
20221223,1,847828.86,0.0,9434.07,838394.79
20221224,1,838394.79,1942.58,0.0,840337.37
20221225,1,840337.37,0.0,0.0,840337.37
20221226,1,840337.37,0.0,10411.91,829925.46
20221227,1,829925.46,30490.46,3052.82,857363.1
20221228,1,857363.1,34056.8,12397.13,879022.77
20221229,1,879022.77,4717.23,0.0,883740.0
20221230,1,883740.0,0.0,0.0,883740.0
20221231,1,883740.0,3007.55,0.0,886747.55
20230101,1,886747.55,0.0,0.0,886747.55
20230102,1,886747.55,0.0,23572.15,863175.4
20230103,1,863175.4,17705.99,21027.82,859853.57
20230104,1,859853.57,17324.0,14238.85,862938.72
20230105,1,862938.72,1087.82,1717.72,862308.82
20230106,1,862308.82,58132.19,6296.98,914144.03
20230107,1,914144.03,0.0,0.0,914144.03
20230108,1,914144.03,0.0,0.0,914144.03
20230109,1,914144.03,10452.4,33903.99,890692.44
20230110,1,890692.44,0.0,15925.64,874766.8
20230111,1,874766.8,3836.88,3758.72,874844.96
20230112,1,874844.96,34637.06,0.0,909482.02
20230113,1,909482.02,4753.01,6930.67,907304.36
20230114,1,907304.36,0.0,3877.01,903427.35
20230115,1,903427.35,0.0,0.0,903427.35
20230116,1,903427.35,13681.48,0.0,917108.83
20230117,1,917108.83,49883.95,3224.7,963768.08
20230118,1,963768.08,25157.22,0.0,988925.3
20230119,1,988925.3,27315.84,3556.17,1012684.97
20230120,1,1012684.97,0.0,15832.54,996852.43
20230121,1,996852.43,0.0,0.0,996852.43
20230122,1,996852.43,3871.71,5671.52,995052.62
20230123,1,995052.62,0.0,0.0,995052.62
20230124,1,995052.62,17482.31,0.0,1012534.93
20230125,1,1012534.93,10793.99,213.18,1023115.74
20230126,1,1023115.74,26490.78,0.0,1049606.52
20230127,1,1049606.52,0.0,0.0,1049606.52
20230128,1,1049606.52,0.0,0.0,1049606.52
20230129,1,1049606.52,0.0,0.0,1049606.52
20230130,1,1049606.52,0.0,46394.95,1003211.57
20230131,1,1003211.57,15533.47,2048.38,1016696.66
20230201,1,1016696.66,9172.12,0.0,1025868.78
20230202,1,1025868.78,20165.58,39885.71,1006148.65
20230203,1,1006148.65,0.0,21438.78,984709.87
20230204,1,984709.87,0.0,13072.51,971637.36
20230205,1,971637.36,2651.05,0.0,974288.41
20230206,1,974288.41,0.0,0.0,974288.41
20230207,1,974288.41,47885.1,24829.13,997344.38
20230208,1,997344.38,9007.83,0.0,1006352.21
20230209,1,1006352.21,0.0,0.0,1006352.21
20230210,1,1006352.21,13501.46,6596.8,1013256.87
20230211,1,1013256.87,23344.44,2517.51,1034083.8
20230212,1,1034083.8,0.0,0.0,1034083.8
20230213,1,1034083.8,7388.87,0.0,1041472.67
20230214,1,1041472.67,12544.78,0.0,1054017.45
20230215,1,1054017.45,0.0,0.0,1054017.45
20230216,1,1054017.45,15363.58,18576.1,1050804.93
20230217,1,1050804.93,0.0,9098.93,1041706.0
20230218,1,1041706.0,459.83,0.0,1042165.83
20230219,1,1042165.83,532.39,0.0,1042698.22
20230220,1,1042698.22,325.73,10891.77,1032132.18
20230221,1,1032132.18,0.0,38374.88,993757.3
20230222,1,993757.3,29678.3,0.0,1023435.6
20230223,1,1023435.6,22415.51,29217.14,1016633.97
20230224,1,1016633.97,55102.12,23416.37,1048319.72
20230225,1,1048319.72,0.0,482.06,1047837.66
20230226,1,1047837.66,0.0,0.0,1047837.66
20230227,1,1047837.66,4939.32,0.0,1052776.98
20230228,1,1052776.98,3856.87,0.0,1056633.85
20230301,1,1056633.85,134.39,67223.62,989544.62
20230302,1,989544.62,0.0,0.0,989544.62
20230303,1,989544.62,53373.39,4489.99,1038428.02
20230304,1,1038428.02,0.0,0.0,1038428.02
20230305,1,1038428.02,0.0,0.0,1038428.02
20230306,1,1038428.02,0.0,0.0,1038428.02
20230307,1,1038428.02,0.0,4736.18,1033691.84
20230308,1,1033691.84,0.0,11142.79,1022549.05
20230309,1,1022549.05,9268.36,24966.97,1006850.44
20230310,1,1006850.44,26602.34,7289.63,1026163.15
20230311,1,1026163.15,0.0,28573.1,997590.05
20230312,1,997590.05,0.0,0.0,997590.05
20230313,1,997590.05,0.0,2757.98,994832.07
20230314,1,994832.07,0.0,25011.57,969820.5
20230315,1,969820.5,62912.54,0.0,1032733.04
20230316,1,1032733.04,30506.05,0.0,1063239.09
20230317,1,1063239.09,0.0,16877.7,1046361.39
20230318,1,1046361.39,0.0,0.0,1046361.39
20230319,1,1046361.39,0.0,0.0,1046361.39
20230320,1,1046361.39,11710.4,22746.69,1035325.1
20230321,1,1035325.1,12844.44,6206.56,1041962.98
20230322,1,1041962.98,0.0,6844.98,1035118.0
20230323,1,1035118.0,4506.5,8290.35,1031334.15
20230324,1,1031334.15,0.0,2112.28,1029221.87
20230325,1,1029221.87,23601.73,0.0,1052823.6
20230326,1,1052823.6,0.0,0.0,1052823.6
20230327,1,1052823.6,0.0,0.0,1052823.6
20230328,1,1052823.6,0.0,3293.44,1049530.16
20230329,1,1049530.16,52730.19,0.0,1102260.35
20230330,1,1102260.35,4362.82,5354.48,1101268.69
20230331,1,1101268.69,6964.74,19001.28,1089232.15
20230401,1,1089232.15,0.0,0.0,1089232.15
20230402,1,1089232.15,0.0,0.0,1089232.15
20230403,1,1089232.15,0.0,9096.13,1080136.02
20230404,1,1080136.02,0.0,1117.51,1079018.51
20230405,1,1079018.51,0.0,10793.13,1068225.38
20230406,1,1068225.38,17929.75,0.0,1086155.13
20230407,1,1086155.13,4903.42,18051.59,1073006.96
20230408,1,1073006.96,8641.54,0.0,1081648.5
20230409,1,1081648.5,0.0,0.0,1081648.5
20230410,1,1081648.5,38203.31,1403.3,1118448.51
20230411,1,1118448.51,0.0,1580.09,1116868.42
20230412,1,1116868.42,14083.2,2210.0,1128741.62
20230413,1,1128741.62,29442.66,19931.8,1138252.48
20230414,1,1138252.48,0.0,22501.38,1115751.1
20230415,1,1115751.1,0.0,0.0,1115751.1
20230416,1,1115751.1,12319.96,0.0,1128071.06
20230417,1,1128071.06,25100.26,0.0,1153171.32
20230418,1,1153171.32,24183.07,0.0,1177354.39
20230419,1,1177354.39,70923.45,6819.41,1241458.43
20230420,1,1241458.43,6244.11,8362.3,1239340.24
20230421,1,1239340.24,33548.3,52030.12,1220858.42
20230422,1,1220858.42,14597.16,25286.78,1210168.8
20230423,1,1210168.8,0.0,0.0,1210168.8
20230424,1,1210168.8,0.0,0.0,1210168.8
20230425,1,1210168.8,47151.14,0.0,1257319.94
20230426,1,1257319.94,40656.96,24098.42,1273878.48
20230427,1,1273878.48,48503.9,5151.05,1317231.33
20230428,1,1317231.33,0.0,5336.36,1311894.97
20230429,1,1311894.97,2144.81,0.0,1314039.78
20230430,1,1314039.78,13033.15,0.0,1327072.93
20230501,1,1327072.93,26687.0,0.0,1353759.93
20230502,1,1353759.93,0.0,39070.06,1314689.87
20230503,1,1314689.87,24313.35,6408.4,1332594.82
20230504,1,1332594.82,0.0,0.0,1332594.82
20230505,1,1332594.82,0.0,1543.86,1331050.96
20230506,1,1331050.96,0.0,0.0,1331050.96
20230507,1,1331050.96,0.0,0.0,1331050.96
20230508,1,1331050.96,4887.27,14149.32,1321788.91
20230509,1,1321788.91,0.0,30265.01,1291523.9
20230510,1,1291523.9,0.0,42256.64,1249267.26
20230511,1,1249267.26,169.6,30122.32,1219314.54
20230512,1,1219314.54,4771.69,0.0,1224086.23
20230513,1,1224086.23,0.0,15839.1,1208247.13
20230514,1,1208247.13,0.0,0.0,1208247.13
20230515,1,1208247.13,0.0,14424.86,1193822.27
20230516,1,1193822.27,4183.42,0.0,1198005.69
20230517,1,1198005.69,62413.85,2625.11,1257794.43
20230518,1,1257794.43,1957.52,482.37,1259269.58
20230519,1,1259269.58,6627.42,25906.72,1239990.28
20230520,1,1239990.28,0.0,0.0,1239990.28
20230521,1,1239990.28,0.0,20896.08,1219094.2
20230522,1,1219094.2,40924.68,0.0,1260018.88
20230523,1,1260018.88,11901.0,0.0,1271919.88
20230524,1,1271919.88,0.0,9754.33,1262165.55
20230525,1,1262165.55,0.0,7760.32,1254405.23
20230526,1,1254405.23,10768.32,15649.41,1249524.14
20230527,1,1249524.14,36590.78,0.0,1286114.92
20230528,1,1286114.92,12985.61,0.0,1299100.53
20230529,1,1299100.53,0.0,9098.69,1290001.84
20230530,1,1290001.84,0.0,12761.66,1277240.18
20230531,1,1277240.18,2164.76,54204.89,1225200.05
20230601,1,1225200.05,77860.52,11054.51,1292006.06
20230602,1,1292006.06,0.0,0.0,1292006.06
20230603,1,1292006.06,0.0,0.0,1292006.06
20230604,1,1292006.06,0.0,0.0,1292006.06
20230605,1,1292006.06,0.0,0.0,1292006.06
20230606,1,1292006.06,0.0,24186.55,1267819.51
20230607,1,1267819.51,1615.23,9236.6,1260198.14
20230608,1,1260198.14,1161.17,18608.89,1242750.42
20230609,1,1242750.42,25383.79,0.0,1268134.21
20230610,1,1268134.21,11249.41,7704.71,1271678.91
20230611,1,1271678.91,0.0,0.0,1271678.91
20230612,1,1271678.91,0.0,1252.53,1270426.38
20230613,1,1270426.38,0.0,21308.53,1249117.85
20230614,1,1249117.85,25390.71,6766.41,1267742.15
20230615,1,1267742.15,0.0,0.0,1267742.15
20230616,1,1267742.15,0.0,32860.71,1234881.44
20230617,1,1234881.44,0.0,0.0,1234881.44
20230618,1,1234881.44,0.0,0.0,1234881.44
20230619,1,1234881.44,0.0,0.0,1234881.44
20230620,1,1234881.44,23861.09,0.0,1258742.53
20230621,1,1258742.53,27069.41,10226.06,1275585.88
20230622,1,1275585.88,10709.19,2167.67,1284127.4
20230623,1,1284127.4,28060.71,32414.32,1279773.79
20230624,1,1279773.79,2756.29,0.0,1282530.08
20230625,1,1282530.08,0.0,0.0,1282530.08
20230626,1,1282530.08,0.0,37563.64,1244966.44
20230627,1,1244966.44,6317.2,46765.58,1204518.06
20230628,1,1204518.06,8076.96,15107.99,1197487.03
20230629,1,1197487.03,23604.17,875.61,1220215.59
